id,name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
6650171,Economy Apartment One Soho London,Westminster,51.51347154,-0.132321877,Entire home/apt,90,3,5,21,63
6310330,Marylebone Baker Street 1 Bedroom,Westminster,51.52188787,-0.161922526,Entire home/apt,100,1,0,1,365
4749583,THE PENTHOUSE - MARBLE ARCH,Westminster,51.51454052,-0.162519026,Entire home/apt,158,1,33,1,320
5911737,Living next to the Beatles!,Westminster,51.53415063,-0.181280476,Entire home/apt,140,5,5,2,336
3623312,LUXURY FLAT PICCADILLY CIRCUS,Westminster,51.50938476,-0.132466504,Entire home/apt,120,3,7,9,302
2259153,3 Bedrooms flat facing Hyde Park.,Westminster,51.51401485,-0.163113347,Entire home/apt,281,5,1,1,353
6931484,Beautiful mews opposite Hyde park,Westminster,51.51125883,-0.187311431,Entire home/apt,100,2,3,1,121
3814550,2 Bedroom Apt near Westminster,Westminster,51.49588964,-0.129988499,Entire home/apt,305,3,0,40,352
2902374,Double Room to Rent ,Westminster,51.53175991,-0.184722288,Private room,60,1,14,2,344
1455247,Duplex w. terrace in central London,Westminster,51.51681841,-0.152688723,Entire home/apt,149,2,9,1,12
4028566,Stylish Notting Hill Balcony Pad,Westminster,51.51669276,-0.197710491,Entire home/apt,129,8,12,2,326
5732500,Cosy & Modern Double Room in Soho!,Westminster,51.51066993,-0.126042609,Private room,69,3,8,2,71
7436428,Large & Beautiful Double Bedroom!,Westminster,51.49170285,-0.142740396,Private room,45,2,2,1,19
4732029,Studio flat Bayswater zone 1 (#IN8),Westminster,51.51414613,-0.1862254,Entire home/apt,72,5,7,1,327
5261646,Studio Bayswater / Notting Hill,Westminster,51.51086405,-0.190719172,Entire home/apt,60,14,3,44,288
6315938,Stunning Central London Apartment,Westminster,51.51864041,-0.183055586,Entire home/apt,169,3,1,1,332
7091303,Calm double room near Regent's Park,Westminster,51.53427092,-0.168574228,Private room,50,1,5,1,42
4820157,Apartment in cute Little Venice,Westminster,51.52299573,-0.187031458,Entire home/apt,135,2,7,1,34
3304685,Modern 1Bed Apt in West End ,Westminster,51.50968405,-0.129403279,Entire home/apt,250,3,0,40,348
666817,**Lovely Room: Marylebone / LBS**,Westminster,51.52581023,-0.159147285,Private room,60,2,37,1,244
3031220,MODERN 1 BED WARWICK AVENUE,Westminster,51.51698154,-0.177720437,Entire home/apt,109,3,41,1,77
5712639,Double Room Fitzrovia Oxford Circus,Westminster,51.51915247,-0.139642565,Private room,75,1,8,1,151
5843719,Clean Double room in London,Westminster,51.52449471,-0.197562207,Private room,60,3,2,4,359
7630009,Little Venice gorgeous apartment,Westminster,51.51961794,-0.185658635,Entire home/apt,150,4,0,1,12
2839894,Charming Central London Flat,Westminster,51.5119273,-0.18784688,Entire home/apt,100,1,28,1,86
552068,22m2 large dbl room - Paddington W2,Westminster,51.52046964,-0.192281969,Private room,46,2,108,1,8
6843564,Charming Mayfair Mews House,Westminster,51.50848883,-0.148441584,Entire home/apt,150,5,3,1,48
3959952,Fantastic Central Luxury Apartment,Westminster,51.51160456,-0.129837013,Entire home/apt,175,4,56,7,70
6433523,Modern studio in London Zone 1,Westminster,51.5132354,-0.183007666,Entire home/apt,90,2,3,1,305
808234,Stylish Soho apartment sleeps 4,Westminster,51.51261297,-0.135977996,Entire home/apt,148,4,77,2,283
8088737,River Side - Double Room w/En Suite,Westminster,51.48632017,-0.136874939,Private room,98,1,0,1,360
6646935,"Clean, modern flat - Central London",Westminster,51.49085737,-0.133223797,Entire home/apt,105,1,0,1,90
7629959,Trendy fashionable Notting Hill apt,Westminster,51.51680805,-0.195437345,Entire home/apt,103,7,0,1,339
3812020,RMC - Bayswater / Royal Oak,Westminster,51.51699639,-0.188233546,Private room,40,15,7,44,3
5564458,CHANDOS FLAT / TRAFALGAR SQUARE,Westminster,51.50949002,-0.126647531,Entire home/apt,165,3,1,39,319
4636169,Notting Hill.Double room.Good value,Westminster,51.52645264,-0.208647607,Private room,35,5,6,4,327
6283046,1x Large clean Double room,Westminster,51.53137785,-0.187358461,Private room,70,1,0,1,365
5168904,Slick Duplex 2 Bed nr Notting Hill,Westminster,51.52408549,-0.193770482,Entire home/apt,125,3,25,10,268
3716322,Great location/ Lovely flat,Westminster,51.51209662,-0.185091511,Entire home/apt,99,4,2,1,178
5431009,2BR  Marble Arch /Hyde Park WIFI,Westminster,51.51569001,-0.161214723,Entire home/apt,170,5,2,12,257
4316890,Iconic London Marylebone Mews House,Westminster,51.51769318,-0.149884187,Entire home/apt,395,2,4,2,349
6479524,Location Location Location!,Westminster,51.5270085,-0.185419036,Entire home/apt,50,3,5,1,19
777859,Curzon Street 1-Bedroom Apt.,Westminster,51.50640971,-0.147610395,Entire home/apt,255,1,0,46,356
8052347,WHOLE FLAT IN THE HEART OF LONDON,Westminster,51.49525342,-0.141348992,Entire home/apt,145,2,0,1,339
7524285,3 BEDROOM APARTMENT Nr3 / VICTORIA,Westminster,51.49706878,-0.142202606,Entire home/apt,187,1,0,4,10
6692364,Cosy Central London Studio,Westminster,51.49006181,-0.138302475,Entire home/apt,65,1,15,3,228
1302098,Luxury Studio-flat in Chelsea,Westminster,51.5015203,-0.173481006,Entire home/apt,120,2,25,1,315
6486621,APARTMENT LONDON VICTORIA -SLEEPS 4,Westminster,51.49403071,-0.133487662,Entire home/apt,160,1,3,3,331
2012198,?Soho - London's Heart | B,Westminster,51.51402551,-0.138903118,Private room,50,1,10,5,13
4535538,A Inner City Haven with Canal views,Westminster,51.52281315,-0.19669034,Private room,55,1,4,2,360
3443619,xB7 -  SOHO Huge Studio Room.,Westminster,51.51321781,-0.131578194,Private room,119,1,0,19,365
6581863,~*Beautiful Apartment in Victoria*~,Westminster,51.49043709,-0.134373295,Entire home/apt,137,2,3,7,365
6772504,Nice room with en suite bathroom,Westminster,51.50436463,-0.147634832,Private room,100,1,11,2,340
3817633,Gorgeous and near Westminster Abbey,Westminster,51.49639147,-0.130174143,Entire home/apt,149,2,48,3,254
3892183,Stylish Bond street Apartment,Westminster,51.51361322,-0.14740671,Entire home/apt,280,1,17,6,288
2647003,Double Bedroom in quiet garden flat,Westminster,51.52244857,-0.179401086,Private room,138,2,0,1,183
4361206,Two Bedroom Mayfair Apartment,Westminster,51.50570903,-0.148835936,Entire home/apt,420,7,0,1,0
4088741,Close to Regent's Park & Baker St,Westminster,51.52349318,-0.158193129,Private room,68,1,25,2,12
4328659,Three Bedroom Apartment Hyde Park,Westminster,51.51389727,-0.178712951,Entire home/apt,350,3,0,8,345
4619846,Elegant Victorian apartment ,Westminster,51.51392069,-0.181037799,Private room,60,1,0,1,261
5996097,*New Experience Central Location*,Westminster,51.48943029,-0.137372634,Private room,75,1,5,4,128
5930549,Charming Designers Mews Home,Westminster,51.49349446,-0.145455239,Entire home/apt,220,2,18,1,139
8075222,Amazing Central located 2bed 2bath,Westminster,51.4953155,-0.130075066,Entire home/apt,169,1,0,4,269
402991,2bed Central London Great Value,Westminster,51.51268045,-0.128121631,Entire home/apt,151,3,171,8,279
7802015,"Bright, airy, modern central flat",Westminster,51.52633382,-0.192548517,Entire home/apt,95,7,0,1,32
7743066,Notting Hill Room,Westminster,51.50819862,-0.128802977,Private room,80,1,0,1,125
2721149,FLAT IN WESTMINSTER,Westminster,51.49342952,-0.132480988,Entire home/apt,170,2,0,3,130
4507010,"Oxford St, Hyde Park Apartment",Westminster,51.51615981,-0.163167722,Entire home/apt,115,1,24,5,320
944539,New Mayfair 2bedrm refurbished flat,Westminster,51.51402877,-0.149296851,Entire home/apt,195,2,100,1,317
7034250,1 Bed - Edgware Road / Marble Arch,Westminster,51.51595801,-0.161713677,Entire home/apt,135,8,3,44,26
1493771,Marble Arch 1 Bedroom in Centre Lon,Westminster,51.51620927,-0.159568018,Entire home/apt,125,2,38,1,5
430253,Refurbished Victorian Flat  ,Westminster,51.52713388,-0.200183775,Entire home/apt,150,4,14,1,353
7307436,Place to call home in Paddington,Westminster,51.51530958,-0.179873544,Entire home/apt,150,2,7,1,60
740867,"Big room, great flat, fab location!",Westminster,51.5140041,-0.186344317,Private room,85,2,73,1,81
5454052,Luxury flat in  Central London,Westminster,51.48848942,-0.144752845,Entire home/apt,90,2,8,1,168
4472847,4 bedrm Mayfair house w new kitchen,Westminster,51.50772437,-0.152255177,Entire home/apt,425,6,16,1,317
7753202,Stylish flat private bathroom SW1,Westminster,51.49126948,-0.144964053,Private room,85,2,0,1,345
6863503,Executive Suite - Mayfair,Westminster,51.50516096,-0.147564224,Entire home/apt,480,4,0,6,348
168348,charming cozy flat in notting hill,Westminster,51.51751114,-0.199315351,Entire home/apt,130,3,42,1,340
6863504,"Bright, stylish, modern double room",Westminster,51.53086385,-0.183697422,Private room,39,10,0,2,342
2068907,High-end studio at Hyde Park-19,Westminster,51.512316,-0.186302725,Private room,85,2,4,10,178
7136409,Private Room & Bath for 2p.,Westminster,51.51780224,-0.139221572,Private room,70,1,0,1,63
7387781,A 5 Family Bedroom Central London,Westminster,51.52253044,-0.172093451,Private room,60,1,7,10,106
5149075,Beautiful one bedroom Notting Hill,Westminster,51.51450701,-0.191897327,Entire home/apt,111,5,3,1,360
7464082,The Village,Westminster,51.51950289,-0.152211945,Private room,69,1,4,1,363
1041537,Two bedroom flat Piccadilly Circus,Westminster,51.50837519,-0.131798637,Entire home/apt,150,2,30,1,20
4382696,"Modern 2 Bed, 2 Bath - Pimlico",Westminster,51.49015084,-0.144368721,Entire home/apt,160,3,18,3,134
7466174,Double room in Maida Vale,Westminster,51.52804204,-0.192841693,Private room,35,1,1,1,18
1622875,Live like a local off Harley Street,Westminster,51.51648398,-0.14526535,Entire home/apt,310,2,1,1,344
3906067,Modern flat in LittleVenice ,Westminster,51.5246159,-0.188534308,Private room,70,1,0,1,363
4844637,Stylish Mews House in Paddington W2,Westminster,51.51785974,-0.172228639,Private room,100,2,0,1,222
6537981,Coze aprtment in central london,Westminster,51.51713319,-0.182859791,Entire home/apt,79,1,2,1,359
7093657,Quality Apartment By Piccadilly Cir,Westminster,51.51390903,-0.134621636,Entire home/apt,135,1,13,7,320
1612254,FANTASTIC 2 bed -- HYDE PARK!! --,Westminster,51.51316295,-0.186772651,Entire home/apt,200,3,5,21,3
39387,Bedroom in Notting Hill ish flat.,Westminster,51.52588751,-0.199424742,Private room,49,3,3,1,365
6199767,Nice Studio Next to Hyde Park H11,Westminster,51.51246145,-0.187496877,Entire home/apt,85,1,23,39,309
2267567,Lovely Garden Flat In Nottinghill,Westminster,51.51011368,-0.192093166,Entire home/apt,100,3,52,15,317
1218997,"3 bed flat in Edgware Road, London",Westminster,51.52566971,-0.171950548,Entire home/apt,200,2,5,1,190
1731842,Large apartment in Notting Hill,Westminster,51.5196933,-0.202651242,Entire home/apt,92,2,6,1,60
6534595,Double Bedroom Hyde Park/MarbleArch,Westminster,51.51249181,-0.16375793,Private room,50,2,4,1,169
1936583,Stylish large flat - Central London,Westminster,51.52001455,-0.163473191,Entire home/apt,130,2,8,1,323
4754607,Smart West End period apartment ,Westminster,51.48952001,-0.141575469,Entire home/apt,200,3,24,2,294
4448180,Cool Studio on Abbey Road NW8,Westminster,51.53487176,-0.182983774,Entire home/apt,120,2,50,2,134
1684887,Modern 2Bed Apt in Maida Vale-STH,Westminster,51.52412533,-0.192174852,Entire home/apt,130,2,8,5,19
3247255,Private room  in Little Venice,Westminster,51.5219451,-0.188029959,Private room,89,7,2,1,365
6665603,Stunning Executive Oxford Street,Westminster,51.51822364,-0.135360485,Entire home/apt,130,1,5,4,157
5716659,Cosy room in Central Covent Garden.,Westminster,51.51286417,-0.12099153,Private room,80,2,23,1,297
6130826,1 bedroom flat in central London,Westminster,51.49131624,-0.144053563,Entire home/apt,115,1,0,1,349
4382600,Stuninng 2 bedroom flat Oxford st,Westminster,51.51387673,-0.149073433,Entire home/apt,270,1,43,19,300
6701589,Fun in soho,Westminster,51.51274826,-0.132065204,Entire home/apt,140,3,3,11,351
4426883,Leicester Square Apartment,Westminster,51.51132051,-0.126401574,Entire home/apt,350,1,2,28,349
5409400,1. ★Triple Room★    ★Ace Location★,Westminster,51.53086927,-0.185374088,Private room,49,2,12,10,327
6457973,Double Bedroom in Marylebone - June,Westminster,51.52208748,-0.149331823,Private room,42,1,0,1,80
5248787,London Covent Garden 3 bed #2991 ,Westminster,51.51182677,-0.12966473,Entire home/apt,369,5,1,6,98
3763150,Brand new 1 bed Apt in Soho,Westminster,51.51103887,-0.131370555,Entire home/apt,190,3,7,2,365
2915823,A charming flat in Little Venice,Westminster,51.52416008,-0.184292787,Entire home/apt,96,2,15,1,246
3559459,Elegant Apartment in Belgravia ,Westminster,51.49727587,-0.154035153,Entire home/apt,200,3,7,1,365
6217936,Nice 3 bed 2ba house in Maida Vale,Westminster,51.53415059,-0.189706685,Entire home/apt,290,5,2,4,365
7004337,Bright and spacious double room.,Westminster,51.50163999,-0.15647252,Private room,74,2,1,2,42
5824668,"Beautiful, 3 Bedroom, Notting Hill",Westminster,51.5199684,-0.201177315,Entire home/apt,195,2,31,1,203
7114117,Amazing En-suite in Marylebone,Westminster,51.52053625,-0.16186429,Private room,80,1,0,1,365
4296012,Bright & Warm Room in Victoria,Westminster,51.48854458,-0.141263057,Private room,55,1,60,3,309
744089,Exclusive bedroom in stylish Soho,Westminster,51.50865718,-0.129851046,Private room,89,1,100,1,67
940724," Central TheatreLand, A walk away",Westminster,51.51430483,-0.12422244,Entire home/apt,245,3,14,28,308
4206679,Near Oxford Circus-very small room,Westminster,51.51925505,-0.141887407,Private room,69,2,19,2,66
7554166,modern room in a charming flat,Westminster,51.51709665,-0.186610626,Private room,50,1,0,2,305
6762571,Private Room in Maida Vale,Westminster,51.53085509,-0.18288978,Private room,65,1,2,2,342
5719154,Family room in London theatreland!,Westminster,51.51193735,-0.118197125,Private room,100,1,0,16,365
6172742,"Bright lovely room, Central London",Westminster,51.52690139,-0.166677671,Private room,50,3,1,3,185
1454131,"London, Marylebone, fantastic 1 bed",Westminster,51.520515,-0.146881361,Entire home/apt,180,2,18,1,354
89432,"Bright room,  Central London, SW1",Westminster,51.49145256,-0.1305203,Private room,65,2,113,1,299
3894194,Paddington-Hyde Park Luxury flat,Westminster,51.51494502,-0.1773767,Entire home/apt,90,3,6,5,320
3407664,"Spacious flat @Hyde Park, Bayswater",Westminster,51.513562,-0.180105663,Entire home/apt,160,2,15,1,126
4730908,En-suitedouble room Central London.,Westminster,51.49203617,-0.141185109,Private room,78,2,8,2,0
5320731,"William Mews, Pro-Managed",Westminster,51.50239843,-0.158412338,Entire home/apt,253,4,1,2,112
7893489,Stunning flat in,Westminster,51.51709404,-0.196921008,Entire home/apt,140,1,0,1,160
7756376,Single Room in Hyde Park Mansion,Westminster,51.51817015,-0.16861568,Private room,49,3,1,1,5
6773748,"Bright room, Central London!!! SW1",Westminster,51.48801925,-0.136378251,Private room,75,1,0,1,58
5073014,1 bed flat Paddington W2 ,Westminster,51.51905828,-0.177288185,Entire home/apt,180,1,6,29,344
3363092,F4144 Studio Flat in Baker Street,Westminster,51.5240557,-0.161426995,Entire home/apt,49,3,23,13,241
5866783,Marylebone Village Room & Bathroom,Westminster,51.52006012,-0.151205182,Private room,90,1,12,1,242
7570720,Central London Covent Garden Escape,Westminster,51.51492521,-0.122629828,Entire home/apt,141,1,0,1,326
4209525,Modern Mayfair Rm GreenPark/Berk Sq,Westminster,51.50661328,-0.145946448,Private room,65,2,14,1,344
6974335,Penthouse room nearBuckinghamPalace,Westminster,51.50757057,-0.13430273,Private room,95,1,3,1,0
1534017,Studio in Bayswater/Notting Hill ,Westminster,51.51363584,-0.182317355,Entire home/apt,108,5,18,1,365
7244888,"London,Pimlico,LargeRoom,Double Bed",Westminster,51.48869621,-0.141248884,Private room,60,1,1,3,361
4844047,*THE BEST* Gardens Terrace - 2 beds,Westminster,51.51514495,-0.189865019,Entire home/apt,200,3,0,21,13
6744556,Art Deco apartment in Notting Hill,Westminster,51.51671934,-0.192312125,Entire home/apt,105,2,1,1,51
1698279,Modern 2 bd Flat near Notting Hill,Westminster,51.526952,-0.205268139,Entire home/apt,120,1,9,2,244
190908,"Apartment in Little Venice, London",Westminster,51.52172922,-0.182742094,Entire home/apt,125,3,91,1,154
780756,Stunning Two Bed Flat HydePark View,Westminster,51.52005057,-0.165053033,Entire home/apt,275,7,0,3,365
7978970,Studio flat in Notting Hill,Westminster,51.51540783,-0.190440851,Private room,50,3,0,1,365
6547863,VERY NICE FLAT IN GREAT LOCATION,Westminster,51.51235765,-0.187409243,Entire home/apt,175,1,1,2,363
8099500,5 Minutes to Big Ben,Westminster,51.49454415,-0.128582717,Entire home/apt,190,1,0,1,362
6602517,Bright Studio Next To Hyde park HG2,Westminster,51.51280897,-0.18552481,Entire home/apt,90,1,4,39,348
3683654,(LS01) Two-Bed Flat Leicester Sq.,Westminster,51.5099253,-0.128266104,Entire home/apt,200,1,34,29,0
5595322,Garden flat in Notting Hill,Westminster,51.51602376,-0.195251225,Entire home/apt,113,5,8,1,212
8157752,"Apartment in Pimlico, London",Westminster,51.48959406,-0.137391747,Entire home/apt,76,6,0,1,329
3701249,Baker street studio apt,Westminster,51.52043461,-0.160703178,Entire home/apt,100,4,3,9,155
55574,WILD ABOUT SOHO!CENTRAL BIG DESIGN ,Westminster,51.51655295,-0.15156588,Entire home/apt,288,1,2,6,325
3830425,Spacious ensuite room in penthouse,Westminster,51.48957102,-0.138247855,Private room,120,1,9,1,333
4698389,Close to Oxford Street Apt for 10 P,Westminster,51.51758803,-0.169827998,Entire home/apt,99,1,32,14,312
7754753,Knightsbridge Apartment,Westminster,51.49921701,-0.170441719,Entire home/apt,120,2,0,1,28
6851696,2beds-1 bedroom near Notting Hill,Westminster,51.52196582,-0.195588845,Entire home/apt,90,2,4,1,75
5278042,Luxurious room near Oxford Circus,Westminster,51.5083901,-0.127523476,Private room,95,1,6,2,274
1719775,Perfect apartment in Covent Garden,Westminster,51.51033116,-0.124130616,Entire home/apt,155,3,28,20,321
2984278,Budget 1 bedroom flat in Covent Gdn,Westminster,51.51366088,-0.124571309,Entire home/apt,115,4,16,20,322
1083702,Stylish Single Marylebone Village,Westminster,51.51871318,-0.150028808,Private room,49,3,83,7,318
4877073,Large 4-bed house next to Hyde Park,Westminster,51.51647208,-0.166201756,Entire home/apt,700,7,0,31,365
5455326,House in Knightsbridge 2B/2B,Westminster,51.49946113,-0.168836082,Entire home/apt,329,2,8,3,342
7964996,St John's wood regent's park flat,Westminster,51.5355042,-0.166795664,Entire home/apt,115,3,0,9,357
3192205,Cosy single room near Portobello Rd,Westminster,51.529179,-0.210083149,Private room,45,3,6,1,365
273648,"""A Magical Place in London's Heart""",Westminster,51.51199491,-0.140005681,Entire home/apt,172,2,195,1,233
1524025,"Studio in Centre London, Flat 41",Westminster,51.51602301,-0.193876395,Entire home/apt,95,2,44,1,9
7755679,"Warm, spacious and bright 1 bedroom",Westminster,51.48779029,-0.138151799,Entire home/apt,90,4,0,1,123
874329,Central London - Oxford St & Soho,Westminster,51.51359207,-0.133361603,Private room,75,2,174,2,282
730765,"Luxury home, good location",Westminster,51.52353871,-0.196791135,Entire home/apt,225,3,44,1,285
6844164,"4 bed house Knightsbridge, London",Westminster,51.50286478,-0.162572836,Entire home/apt,500,2,3,1,90
1627109,Grand Georgrians walk to Hyde Park,Westminster,51.52534607,-0.194701858,Shared room,21,1,0,1,15
3724215,Luxurious en-suite Heathrow Express,Westminster,51.51701484,-0.180618467,Private room,100,3,11,1,362
6935511,Luxury penthouse in Covent Garden,Westminster,51.51268956,-0.124094059,Entire home/apt,175,3,3,1,275
3582575,--THE BEST in CENTRE-- 2 Bed/Garden,Westminster,51.51219997,-0.185589836,Entire home/apt,200,3,5,21,8
7721939,Spacious flat Maida Vale (1 room),Westminster,51.52776849,-0.190122366,Private room,50,1,0,2,21
3003327,Family Room for 5 Zone 1 London,Westminster,51.49204635,-0.141138988,Private room,49,3,20,11,147
3855311,West One House,Westminster,51.51814179,-0.140668078,Private room,175,1,0,1,334
2861670,Luxurious flat Oxford St Hyde Park,Westminster,51.51711153,-0.166286635,Entire home/apt,126,6,5,1,17
2206237,2 large double bedroom flat in Soho,Westminster,51.51011991,-0.13382144,Entire home/apt,200,1,118,7,273
6552662,Oxford St & Regents Park,Westminster,51.51999144,-0.142908987,Private room,72,1,21,1,55
4641688,Central London Large Studio / Soho,Westminster,51.511136,-0.138968825,Entire home/apt,155,2,27,2,309
6618185,"NEW ENTIRE HOME, WALK TO HYDE PARK",Westminster,51.51828488,-0.195157628,Entire home/apt,85,1,0,1,361
1571902,"Studio Apartment, Marylebone,London",Westminster,51.51832396,-0.15836466,Entire home/apt,115,28,8,9,258
4848679,Trafalgar Sq Townhouse Bed and Bath,Westminster,51.50909906,-0.126146264,Private room,90,1,63,2,279
7721841,Cool 1 Bed on Abbey Road NW8,Westminster,51.53557913,-0.18064588,Entire home/apt,125,2,3,2,148
7273505,Crawford Street,Westminster,51.51989568,-0.157481562,Entire home/apt,105,2,1,1,342
7306928,Cozy apartment near Hyde Park!,Westminster,51.51351891,-0.186359235,Entire home/apt,150,3,1,3,40
3564519,Marylebone charming 1double-bedroom,Westminster,51.51893615,-0.163877422,Entire home/apt,110,2,7,1,27
3440273,"Quiet 1 Bed Flat, Pimlico",Westminster,51.49016985,-0.145601412,Entire home/apt,120,3,17,3,48
5530586,September Offer!!! 2 bedroom wifi,Westminster,51.52852173,-0.204271675,Entire home/apt,167,1,8,1,164
5931973,Apartment in a Victorian Mansion,Westminster,51.5142831,-0.192369812,Private room,99,2,0,1,122
3791899,Stunning flat London-Fitzrovia,Westminster,51.51869122,-0.140029957,Entire home/apt,150,2,52,1,300
4331152,"Bright 2Bed Apt, Maida Vale",Westminster,51.52720408,-0.185869582,Entire home/apt,200,1,58,2,289
5004317,Bright spacious double - Marylebone,Westminster,51.52394426,-0.159283402,Private room,80,1,10,1,358
8004915,Private room near Big Ben,Westminster,51.49694967,-0.134351855,Private room,90,1,0,1,365
6353305,Studio Flat in Marylebone,Westminster,51.51911758,-0.153404048,Entire home/apt,80,14,1,20,310
5582776,2 bed flat in heart of Marylebone!,Westminster,51.51984349,-0.154142274,Entire home/apt,180,2,21,3,20
6499621,Mayfair 2 bed 2 bath modern flat,Westminster,51.50837435,-0.147101327,Entire home/apt,299,5,0,2,325
5789563,4 person room in London theatreland,Westminster,51.51123019,-0.118024403,Private room,105,1,1,16,364
1846536,Central 1 bedroom flat Notting hill,Westminster,51.5184535,-0.19135539,Entire home/apt,118,3,15,3,345
6892815,1 Bed & Private Bathroom (Baker St),Westminster,51.527636,-0.165122198,Private room,55,2,1,2,10
7154958,DELUX one bed apt in Central London,Westminster,51.52905217,-0.192354002,Entire home/apt,98,5,1,1,45
7034743,Garden two bedroom apartment,Westminster,51.51327134,-0.133488866,Entire home/apt,210,3,1,11,358
5587208,Big Bedroom Central London,Westminster,51.52294355,-0.157910745,Private room,74,1,6,5,328
8137985,1 Bedroom Flat near Hyde Park,Westminster,51.51313432,-0.179173219,Entire home/apt,129,2,0,1,353
5658470,Luxury private room in London,Westminster,51.51469677,-0.175449394,Private room,60,1,18,2,314
7364648,"Central 3 Bedrooms, 2.5 bathrooms",Westminster,51.52807294,-0.196013963,Entire home/apt,147,4,0,1,313
7302825,Cosy Loft Studio Zone 1,Westminster,51.51313781,-0.141697784,Entire home/apt,105,2,2,2,335
4861153,Piccadilly Circus Studio (A),Westminster,51.50882122,-0.132994749,Entire home/apt,230,1,1,28,349
5450976,Double Bedroom ,Westminster,51.52984338,-0.18798584,Private room,45,2,1,3,352
6844053,Room very close to Central London,Westminster,51.48631708,-0.131504687,Private room,30,1,14,1,64
3288450,1Bed Apt 15min To Buckingham Palace,Westminster,51.49389346,-0.136913616,Entire home/apt,225,3,2,40,354
4209915,LONDON room 2 in ZONE 1 Victoria,Westminster,51.48598631,-0.139154329,Private room,45,1,16,2,314
4472046,Charming double room in cottage,Westminster,51.52851833,-0.212140101,Private room,93,2,0,1,308
3311493,Bright Double Room nr Sloane Square,Westminster,51.48927878,-0.151586043,Private room,54,1,21,1,314
3882185,Victoria Mews house Belgravia,Westminster,51.49807405,-0.14685984,Entire home/apt,405,4,26,44,274
5277535,Oxford St & Soho 3 Double Bedrooms,Westminster,51.51648176,-0.133856151,Entire home/apt,135,1,41,5,297
1453424,LARGE ENSUITES CENTRAL LONDON,Westminster,51.52377993,-0.161513419,Private room,160,1,3,2,365
6892907,Spacious Apt Next to Hyde Park H12,Westminster,51.51372407,-0.187045894,Entire home/apt,100,1,18,39,257
6313932,1 bedroom apartment Lancaster gate,Westminster,51.51370859,-0.17876101,Entire home/apt,119,1,7,1,351
4213561,Big double bedroom near Buckingham,Westminster,51.49354361,-0.14620982,Private room,70,1,57,2,34
559364,Hyde Park Studio 5* Location!!!,Westminster,51.51404152,-0.187471554,Entire home/apt,75,28,12,12,359
59656,PASSING THROUGH Paddington LONDON?,Westminster,51.52294093,-0.18420916,Private room,75,1,140,3,363
8006631,"1 Bedroom flat, 2 min from HydePark",Westminster,51.51475657,-0.181616537,Entire home/apt,80,1,0,1,3
5789276,3 person room in London theatreland,Westminster,51.51009439,-0.118880553,Private room,80,1,3,16,362
1136182,"Soho, London:Great 2 bed apartment ",Westminster,51.51204428,-0.13168768,Entire home/apt,250,3,61,3,305
4472730,Stylish & Incredible Location,Westminster,51.51491788,-0.130060857,Entire home/apt,350,3,14,1,344
4877638,KIWI room in central London,Westminster,51.51616673,-0.186781741,Private room,50,1,48,4,212
7472961,GH1 Modern 2 bed in Mayfair London,Westminster,51.50589504,-0.144983695,Entire home/apt,390,14,0,13,365
4025651,Knightsbridge 2 Bedroom Luxury Flat,Westminster,51.50022247,-0.168450516,Entire home/apt,230,5,6,1,325
1214038,Central London 2 Bedroom Apartment,Westminster,51.51282139,-0.188298389,Entire home/apt,180,2,18,8,308
3087635,"Great Comfy Sofa Bed, Hyde Park ",Westminster,51.51410876,-0.180948695,Shared room,70,1,7,1,359
5639226,Double room in London's theatreland,Westminster,51.51090335,-0.118959132,Private room,79,1,1,16,365
6351191,2 bed home close to little Venice,Westminster,51.52909684,-0.198970699,Entire home/apt,110,1,8,2,334
5744084,Boutique Gardens London,Westminster,51.51680477,-0.189064428,Entire home/apt,175,5,0,1,274
2486857,Stunning flat with roof terrace,Westminster,51.51149043,-0.186742661,Entire home/apt,115,3,20,1,163
6518989,Cosy studio flat next to Hyde Park,Westminster,51.51276292,-0.186478066,Entire home/apt,65,2,11,3,311
7391566,"Great, Modern Flat in Marble Arch",Westminster,51.51574093,-0.166268197,Entire home/apt,235,1,0,8,356
7772997,Mayfair- Spacious Room!,Westminster,51.50662547,-0.144140499,Private room,107,1,0,3,274
4557394,Portobello Penthouse,Westminster,51.51948742,-0.201829021,Entire home/apt,89,1,8,1,28
3937112,Double studio + single Notting Hill,Westminster,51.51914717,-0.200698264,Entire home/apt,110,5,11,1,288
5715216,"ALTITUDE 360, ULTIMATE PENTHOUSE!",Westminster,51.49313574,-0.126005182,Entire home/apt,5001,1,0,1,365
4961663,Stylish flat with PERFECT location,Westminster,51.51968994,-0.200804593,Entire home/apt,149,3,8,1,322
6070346,*Great Apartment in Central London*,Westminster,51.51675335,-0.190252466,Entire home/apt,160,2,4,4,362
7850299,Design Flat Queensway - Hyde Park,Westminster,51.51086225,-0.187228986,Entire home/apt,119,2,0,53,72
5367761,2 bedroom apartment Lancester Gate,Westminster,51.51508237,-0.18199411,Entire home/apt,243,2,1,31,358
11805,Large Triple Studio,Westminster,51.51136778,-0.187140796,Entire home/apt,110,3,1,7,91
3265423,"Charming 3bed mews house, W2 ",Westminster,51.51721853,-0.181518896,Entire home/apt,229,2,11,1,10
