id,name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
6780657,Modern En-Suite Room @ Akita House,Richmond upon Thames,51.48585502,-0.234388866,Private room,59,2,5,2,295
7599210,Narrowboat on river at Kew Gardens!,Richmond upon Thames,51.48621788,-0.287241145,Entire home/apt,75,1,8,1,9
6681876,Convenient area for central London.,Richmond upon Thames,51.46423355,-0.266710021,Private room,75,3,1,1,272
7599089,Short-Term Let for Rugby World Cup,Richmond upon Thames,51.45745773,-0.320055895,Entire home/apt,180,1,0,1,70
8167561,"Perfect Rugby WC base, Richmond",Richmond upon Thames,51.4660704,-0.294166748,Entire home/apt,129,1,0,2,13
7991914,Widebeam canal boat nr Twickenham,Richmond upon Thames,51.41125599,-0.354664004,Entire home/apt,150,2,0,2,7
7855946,Lovely light room in Twickenham,Richmond upon Thames,51.45683422,-0.315096901,Private room,50,1,0,1,148
5747915,Family house near Twickenham.,Richmond upon Thames,51.4228691,-0.360698589,Entire home/apt,150,7,0,1,153
7463790,Apartment for Rugby World Cup,Richmond upon Thames,51.44058371,-0.340032836,Entire home/apt,300,5,0,1,17
430114,Luxury Twin-bed Room Beautiful SW13,Richmond upon Thames,51.48036809,-0.24085175,Private room,70,2,51,1,364
4765976,"Nice flat in St.Margarets, Richmond",Richmond upon Thames,51.46062762,-0.320393942,Entire home/apt,87,2,6,1,326
7933176,Twickenham World Cup Accommodation,Richmond upon Thames,51.44255589,-0.343458856,Entire home/apt,120,5,0,1,22
2714298,Room in the heart of Richmond,Richmond upon Thames,51.45900146,-0.302338032,Private room,58,1,25,1,357
8030369,Central London Townhouse,Richmond upon Thames,51.48448994,-0.232659968,Entire home/apt,240,4,0,1,340
7954311,2 Bedroom Flat in the Heart of Kew,Richmond upon Thames,51.47664814,-0.286720072,Entire home/apt,110,2,0,1,352
8088064,Cosy Twickenham flat for Rugby WCup,Richmond upon Thames,51.44816881,-0.332662614,Entire home/apt,175,1,0,1,54
8148605,Great 1 bed central Twickenham flat,Richmond upon Thames,51.44752895,-0.332082984,Entire home/apt,180,1,0,1,19
1011062,Large Single Bedroom with TV + wifi,Richmond upon Thames,51.42853974,-0.344465559,Private room,38,1,17,1,330
6635423,Charming 2-bed Twickenham cottage,Richmond upon Thames,51.44728859,-0.341672362,Entire home/apt,90,7,0,1,67
3364246,Fantastic double room in Richmond,Richmond upon Thames,51.46859304,-0.288296388,Private room,60,2,2,1,337
5779789,Lovely Loft Apartment - Rugby Ready,Richmond upon Thames,51.44689276,-0.33140833,Entire home/apt,120,2,0,1,74
7898015,Flat 5 mins from Twickenham stadium,Richmond upon Thames,51.45323504,-0.330349418,Entire home/apt,200,1,0,1,48
7166910,World Cup house @Twickenham stadium,Richmond upon Thames,51.45507894,-0.340592539,Shared room,350,1,1,1,77
6041870,desirable location in Richmond,Richmond upon Thames,51.46384701,-0.295180507,Entire home/apt,76,5,0,1,113
7156232,2 Double BD Richmond Bridge/Parking,Richmond upon Thames,51.45282807,-0.30623698,Entire home/apt,128,2,0,1,339
7625843,Richmond Hill Apartment,Richmond upon Thames,51.45776833,-0.296646998,Entire home/apt,130,3,0,1,62
4015548,Large Victorian house London Zone 4,Richmond upon Thames,51.46393765,-0.296223048,Entire home/apt,245,2,5,2,266
5523025,"3 Bed Cottage Hampton Court, London",Richmond upon Thames,51.41428724,-0.359627752,Entire home/apt,200,3,9,1,289
7876878,Central Twickenham Flat During RWC,Richmond upon Thames,51.44996462,-0.323630132,Entire home/apt,65,14,0,1,49
2770109,Large Room in Barnes/Hammersmith,Richmond upon Thames,51.4843094,-0.232779473,Private room,42,5,1,1,259
7942268,Victorian cottage for RWC final,Richmond upon Thames,51.4660163,-0.297010754,Entire home/apt,98,1,0,1,249
5255131,Room in London's quirky apartment,Richmond upon Thames,51.47627711,-0.278862892,Private room,60,2,5,1,347
2574562,Annex/Bedrm - Richmond/Barnes/ SW14,Richmond upon Thames,51.46228673,-0.260860459,Private room,60,1,18,1,340
7614000,1 bed next to Twickenham Station,Richmond upon Thames,51.45079353,-0.332567489,Entire home/apt,100,1,0,1,322
3370968,Byrne's Twickenham Accommodation,Richmond upon Thames,51.44309256,-0.339168127,Entire home/apt,73,2,20,1,267
6260659,2 Bedrooms Kew Gardens Apartment,Richmond upon Thames,51.47925129,-0.28938293,Entire home/apt,133,3,10,1,347
2386245,Ideally situated for history lovers,Richmond upon Thames,51.45167339,-0.323739026,Private room,45,1,24,1,351
6568957,Stylish One Bedroom Flat,Richmond upon Thames,51.42527364,-0.33573554,Entire home/apt,55,1,3,1,202
1279394,"Double room Centre Richmond, London",Richmond upon Thames,51.46012566,-0.295023542,Private room,68,1,10,2,360
6600767,Single bedroom to stay in London,Richmond upon Thames,51.48412365,-0.245002918,Private room,41,1,7,1,98
6568993,"Stylish, bright double bedroom",Richmond upon Thames,51.46878882,-0.259664188,Private room,80,1,0,1,360
7754079,Richmond Park Flat,Richmond upon Thames,51.46095673,-0.288581019,Entire home/apt,100,1,0,1,0
6380829,"Spacious ensuite, superb location",Richmond upon Thames,51.46911436,-0.258514179,Private room,45,1,3,1,335
6833226,Shabby Chic in Vibrant Richmond,Richmond upon Thames,51.45679773,-0.309283594,Entire home/apt,65,4,1,1,48
5925631,Victorian Cottage in Richmond,Richmond upon Thames,51.46671409,-0.290249141,Entire home/apt,158,3,0,2,70
909871,"Large Ensuite Room Richmond, London",Richmond upon Thames,51.46480313,-0.279645873,Private room,70,1,105,1,282
7645017,Rugby World Cup Studio for October,Richmond upon Thames,51.45901966,-0.312229907,Entire home/apt,50,1,0,1,216
5996104,Large 2 bed cottage w/ free parking,Richmond upon Thames,51.44663697,-0.338097403,Entire home/apt,150,1,0,1,200
4535698,Family house w/ garden in Richmond,Richmond upon Thames,51.45677398,-0.323769528,Entire home/apt,140,3,3,1,48
8110453,Rugby World Cup Flat!,Richmond upon Thames,51.45187057,-0.332003021,Entire home/apt,400,1,0,1,11
8179889,"2 Bed Flat,Twickenham,RugbyWorldCup",Richmond upon Thames,51.43565934,-0.330138716,Entire home/apt,300,3,0,1,357
3505825,Perfect Richmond Large Double room ,Richmond upon Thames,51.46646422,-0.281226117,Private room,40,1,23,1,357
7076028,Charming double bedroom in richmond,Richmond upon Thames,51.45952324,-0.306288026,Private room,55,2,7,1,345
7795706,A beautiful Victorian garden flat,Richmond upon Thames,51.45776615,-0.322114503,Entire home/apt,190,4,0,1,8
7895747,Private room with own bathroom,Richmond upon Thames,51.45813321,-0.29575989,Private room,55,2,0,1,365
7123979,2 Bed Richmond Bridge (RWC 2015),Richmond upon Thames,51.45462212,-0.311074568,Entire home/apt,150,1,0,1,102
6789177,Beautiful flat in listed blok,Richmond upon Thames,51.46094417,-0.303109675,Entire home/apt,300,1,0,1,103
3275625,"Lovely bedroom in Kew,London.",Richmond upon Thames,51.47596453,-0.276271405,Private room,59,2,20,1,179
7914646,"Great for rugby world cup, sleeps 6",Richmond upon Thames,51.46558565,-0.299103088,Entire home/apt,200,1,0,1,365
7852769,Spacious Double Room in Twickenham,Richmond upon Thames,51.44433802,-0.337562992,Private room,75,1,0,1,359
5869526,Beautiful studio loft room ensuite,Richmond upon Thames,51.45294466,-0.361162867,Private room,48,1,32,1,253
5218353,Cosy single room very close to town,Richmond upon Thames,51.46595102,-0.299700197,Private room,40,1,7,2,272
7776988,Homely 3 bed apartment by the river,Richmond upon Thames,51.45166432,-0.311503884,Entire home/apt,162,4,0,2,10
7447140,London 5 bed family home,Richmond upon Thames,51.45661064,-0.297462703,Entire home/apt,500,14,0,1,18
3964500,Kew Gardens Village Apartment,Richmond upon Thames,51.47349978,-0.287841548,Entire home/apt,140,3,10,1,282
7334255,Beautiful house for Rugby Worldcup,Richmond upon Thames,51.45548394,-0.324977508,Entire home/apt,400,1,0,1,35
7917897,Great location for the rugby!,Richmond upon Thames,51.46156732,-0.294386473,Entire home/apt,100,2,0,1,360
7929491,Double room in friendly family home,Richmond upon Thames,51.4738231,-0.242769587,Private room,42,2,0,1,343
7883671,Unique Richmond Rental,Richmond upon Thames,51.46620523,-0.289327251,Entire home/apt,150,3,0,1,363
7789286,Flat in the heart of Twickenham,Richmond upon Thames,51.44949672,-0.329768559,Entire home/apt,81,3,0,1,336
4478603,Perfect for Rugby World Cup 2015,Richmond upon Thames,51.45544612,-0.324982818,Entire home/apt,150,2,9,1,272
8041285,Double room in character cottage,Richmond upon Thames,51.41442902,-0.371741509,Private room,28,1,0,1,53
4250200,Cosy and Small Double room,Richmond upon Thames,51.46621433,-0.267073527,Private room,27,15,0,1,274
3348336,Beautiful house sleeps 3-4 ,Richmond upon Thames,51.46735642,-0.285810466,Entire home/apt,160,1,17,2,341
7773614,Excellent location for rugby !,Richmond upon Thames,51.45162278,-0.329978413,Entire home/apt,99,2,1,1,46
3570578,"A unique flat with a river view,RWC",Richmond upon Thames,51.45812522,-0.305097566,Entire home/apt,99,2,20,1,353
1727889,Lovely 2 Bedroom Flat in Richmond,Richmond upon Thames,51.45858484,-0.302194978,Entire home/apt,145,3,13,1,356
8145260,Spacious Flat in Richmond for RWC,Richmond upon Thames,51.46151155,-0.293564932,Entire home/apt,100,2,0,1,11
1113541,Spacious SW London nr Twickenham,Richmond upon Thames,51.41351763,-0.310734867,Entire home/apt,80,4,68,2,313
5972009,Spacious Private Studio in Kew,Richmond upon Thames,51.47569692,-0.280236666,Entire home/apt,77,4,10,3,291
8161045,The perfect World Cup Rugby pad,Richmond upon Thames,51.46266882,-0.293797059,Entire home/apt,500,1,0,1,365
6194266,Private Apartment near Kew Gardens,Richmond upon Thames,51.47455867,-0.281164834,Entire home/apt,69,4,5,3,200
6892028,"A large, 2 bed, ground floor flat",Richmond upon Thames,51.45255765,-0.31926275,Entire home/apt,145,3,1,1,203
6462805,Cozy garden flat with parking,Richmond upon Thames,51.48150264,-0.283033079,Entire home/apt,80,3,14,1,288
1951947,Stylish house in Richmond,Richmond upon Thames,51.46773064,-0.266907376,Entire home/apt,110,2,42,1,251
7675717,Twickenham Rugby Sunset Suite,Richmond upon Thames,51.46132879,-0.324093253,Private room,80,1,0,3,44
7832405,"Double Bedroom, ensuit & park views",Richmond upon Thames,51.45324653,-0.325621085,Private room,195,2,0,2,9
7079705,Large Loft Bedroom with Sun Terrace,Richmond upon Thames,51.45371623,-0.321651122,Private room,60,1,0,1,303
4563078,Lovely double rooms near Richmond,Richmond upon Thames,51.46177422,-0.322466491,Private room,48,2,14,2,339
7684895,Twickenham Rugby Sunrise Suite,Richmond upon Thames,51.46253878,-0.324113917,Private room,80,1,0,3,48
4619422,Double room with ensuite,Richmond upon Thames,51.4192359,-0.308745845,Private room,39,1,11,1,137
7978310,Rugby World Cup - 6 bedroom house,Richmond upon Thames,51.45508141,-0.338873338,Entire home/apt,715,5,0,1,67
7880135,Large family home Teddington,Richmond upon Thames,51.42253453,-0.335018834,Entire home/apt,120,7,0,1,326
5493751,LOVELY ROOM BY THAMES IN TWICKENHAM,Richmond upon Thames,51.43586479,-0.330544311,Private room,58,1,10,1,354
7639528,Studio Suite in 1 Bedroom Flat,Richmond upon Thames,51.45588286,-0.300535797,Private room,80,1,0,1,362
8013215,Twickenham Rugby Sunshiny House,Richmond upon Thames,51.4612605,-0.322714691,Entire home/apt,500,1,0,3,44
6935007,Victorian town house close to rugby,Richmond upon Thames,51.44705489,-0.327363916,Private room,90,1,6,1,331
7108631,2 double bed house Twickenham RUGBY,Richmond upon Thames,51.45036757,-0.321621217,Entire home/apt,105,1,2,1,68
6642039,Walking distance to Rugby Stadium!,Richmond upon Thames,51.44789238,-0.324015193,Entire home/apt,275,3,0,1,51
8171090,"Cosy comfortable, quiet location",Richmond upon Thames,51.46715007,-0.271615824,Private room,70,1,0,1,365
5425401,Twickenham Stadium Double Room #2,Richmond upon Thames,51.4537259,-0.336922586,Private room,125,1,0,1,216
6867123,"Cute, river view and access, Kew",Richmond upon Thames,51.47977904,-0.278077542,Private room,65,1,1,1,354
8056070,Lovely house with amazing garden,Richmond upon Thames,51.46768948,-0.28276413,Entire home/apt,175,3,0,1,16
8042362,RUGBY WORLD CUP!-MIN 4 NIGHTS STAY,Richmond upon Thames,51.44404833,-0.349322706,Entire home/apt,180,4,2,1,58
3863024,Richmond cottage,Richmond upon Thames,51.46712822,-0.30063396,Entire home/apt,215,2,19,1,337
6919248,Studio Flat In Richmond,Richmond upon Thames,51.45621739,-0.312406243,Entire home/apt,60,1,2,1,314
6131981,Richmond Hill Retreat | Luxury home,Richmond upon Thames,51.45579717,-0.298114557,Entire home/apt,325,5,1,1,360
1025710,Edwardian Studio by Kew Gardens,Richmond upon Thames,51.46726753,-0.296640595,Entire home/apt,131,1,20,2,350
4618376,Two bedroom Richmond Bridge-Parking,Richmond upon Thames,51.4581868,-0.307033961,Entire home/apt,85,2,13,2,338
2096676,1 double bd flat central Richmond,Richmond upon Thames,51.46202051,-0.300396376,Entire home/apt,110,12,17,1,310
5290104,Double bedroom - quiet modern flat,Richmond upon Thames,51.47354387,-0.28594236,Private room,35,1,12,3,354
4122753,Double room in a modern quiet flat,Richmond upon Thames,51.47468894,-0.287317852,Private room,35,1,23,3,298
4439552,En-suite room near Richmond Station,Richmond upon Thames,51.46328917,-0.296524269,Private room,55,2,34,1,36
6616940,Double bedroom in Georgian house,Richmond upon Thames,51.45453577,-0.314108332,Private room,60,1,4,1,316
7143386,Rugby World Cup 2 bedroom apartment,Richmond upon Thames,51.45423884,-0.312091996,Entire home/apt,320,4,0,1,69
6548223,Garden Flat in Richmond Hill,Richmond upon Thames,51.45465454,-0.294081141,Entire home/apt,135,1,2,1,23
5184069,Cosy Room in a Light Richmond Loft ,Richmond upon Thames,51.46455938,-0.279624018,Private room,50,1,4,1,357
6623398,Comfy sofabed in our cosy cottage,Richmond upon Thames,51.46532706,-0.300026217,Private room,36,1,1,2,245
1640618,2bed character coach house Richmond,Richmond upon Thames,51.4611564,-0.29478952,Entire home/apt,130,4,5,1,224
7342172,Beautiful two-bedroom cottage,Richmond upon Thames,51.46529173,-0.298018142,Entire home/apt,180,4,0,1,73
1759974,Very comfortable and well connected,Richmond upon Thames,51.46225237,-0.297642685,Entire home/apt,100,3,18,1,289
270600,Studio apartment with Private Patio,Richmond upon Thames,51.44275118,-0.331882589,Entire home/apt,77,7,5,1,325
6756226,Great flat near South London,Richmond upon Thames,51.45370784,-0.353577063,Entire home/apt,65,2,0,1,57
2754405,Peaceful cosy room.,Richmond upon Thames,51.47029926,-0.273803936,Private room,35,1,33,1,326
1278551,"Victorian cottage, 5 mins to river",Richmond upon Thames,51.46245564,-0.32454139,Entire home/apt,100,3,4,1,174
7997199,En-suite Double Room in Twickenham,Richmond upon Thames,51.45227121,-0.331812089,Private room,100,1,0,1,69
3342979,Lovely studio in Kew,Richmond upon Thames,51.47950167,-0.282586849,Entire home/apt,95,1,29,1,363
6096463,2 bedroom family home in Richmond,Richmond upon Thames,51.45734651,-0.324345553,Entire home/apt,75,5,3,1,64
4194400,Superb Spacious Loft Studio,Richmond upon Thames,51.44384926,-0.354902175,Private room,50,1,9,1,362
1573869,Beautiful One Bed Flat in Kew,Richmond upon Thames,51.47637888,-0.278076904,Entire home/apt,99,3,36,3,290
6030097,Cosy double bedroom in Richmond,Richmond upon Thames,51.46138328,-0.292773512,Private room,60,3,0,1,346
5429978,Charming 1bd apartment ,Richmond upon Thames,51.4516231,-0.323216641,Entire home/apt,80,1,3,1,307
412595, 3/4 bedroom house in SW London,Richmond upon Thames,51.44695398,-0.332636317,Entire home/apt,100,2,1,1,365
7892579,Rugby Flat on quiet Culdersac,Richmond upon Thames,51.44874117,-0.337988402,Entire home/apt,150,1,0,1,38
7466737,Rugby World Cup Flat available,Richmond upon Thames,51.44895975,-0.328070855,Entire home/apt,250,1,0,1,44
5738237,Bright double room - parking & wifi,Richmond upon Thames,51.44130704,-0.245240291,Private room,40,1,0,1,301
964560,Double Bed Beside Richmond Park,Richmond upon Thames,51.45928159,-0.289275641,Private room,40,1,13,2,305
964547,King size bed beside Richmond Park,Richmond upon Thames,51.46005187,-0.296450434,Private room,52,1,21,2,355
4931057,2 bedroom apartment in Richmond,Richmond upon Thames,51.46324372,-0.291938858,Private room,52,1,4,1,360
7944801,Large Double bedroom,Richmond upon Thames,51.45386347,-0.344701969,Private room,200,1,0,1,362
6765142,Bright airy flat overlooking green,Richmond upon Thames,51.48438412,-0.288125764,Entire home/apt,125,2,3,1,63
5145259,"Wimbledon, Richmond or London!",Richmond upon Thames,51.45083463,-0.30825495,Entire home/apt,150,3,8,1,64
4143655,A STUNNING FLAT - FEEL THE LUXURY,Richmond upon Thames,51.48539464,-0.228707165,Entire home/apt,137,1,14,1,354
8146754,Richmond Hill Flat with Garden,Richmond upon Thames,51.45625352,-0.296725634,Entire home/apt,219,1,0,1,364
8159723,Beautiful 1 bed garden flat for RWC,Richmond upon Thames,51.45394689,-0.319550472,Entire home/apt,180,2,0,1,362
6442738,Twickenham Rugby Home,Richmond upon Thames,51.4542955,-0.333085773,Entire home/apt,160,1,3,1,359
6258884,Unique House For Rugby World Cup,Richmond upon Thames,51.44246029,-0.345977991,Entire home/apt,600,3,1,1,103
6371537,RUGBY WORLD CUP 2015 - Richmond,Richmond upon Thames,51.46287793,-0.3004253,Entire home/apt,295,1,0,1,130
8146409,Nice Double Room in Shared House,Richmond upon Thames,51.45115868,-0.34699571,Private room,75,7,0,1,46
6720507,1 bedroom apartment in Barnes,Richmond upon Thames,51.47401483,-0.249349411,Entire home/apt,80,1,0,1,61
3685213,Richmond Village Apartment,Richmond upon Thames,51.4545791,-0.297249092,Entire home/apt,90,3,4,1,340
7753895,"Sheen Court, Home away from home",Richmond upon Thames,51.4654973,-0.284369657,Private room,60,1,0,1,343
688990,Bright large single near Richmond ,Richmond upon Thames,51.46677651,-0.256081094,Private room,52,1,27,2,363
6832292,Upmarket Apt in Kew Riverside Dev.,Richmond upon Thames,51.47854786,-0.278185256,Private room,69,1,3,1,336
8011867,Period cottage in Richmond,Richmond upon Thames,51.45777049,-0.295064769,Entire home/apt,400,2,0,1,45
4609858,"Double Room, Private Bathroom",Richmond upon Thames,51.44611833,-0.32904943,Private room,130,1,0,1,359
6992057,Rugby World Cup - 4 bedroom house,Richmond upon Thames,51.45623035,-0.369822354,Entire home/apt,200,14,0,1,91
6389570,Ultra convenient location,Richmond upon Thames,51.45696077,-0.310476634,Private room,75,1,0,1,360
4285275,Stunning penthouse apartment,Richmond upon Thames,51.42897668,-0.348627629,Entire home/apt,90,2,14,1,255
6773654,2 Dbl Rms in Pte Hse for World Cup,Richmond upon Thames,51.44090668,-0.333258095,Private room,100,1,0,1,106
3348149,Double  room in Richmond,Richmond upon Thames,51.46643346,-0.284628323,Private room,55,1,23,2,344
7006687,Two cosy quiet rooms available,Richmond upon Thames,51.45048337,-0.346159741,Private room,47,1,4,1,347
4623142,Great Single/double room Twickenham,Richmond upon Thames,51.45584264,-0.356957804,Private room,65,1,0,1,364
5556941,2 bedroom flat - Central Twickenham,Richmond upon Thames,51.44642045,-0.329346284,Entire home/apt,180,2,0,1,156
5742960,Modern Townhouse nr Twickenham St,Richmond upon Thames,51.45177486,-0.334797556,Private room,60,1,0,1,179
5649915,Double bedroom in Twickenham,Richmond upon Thames,51.46074776,-0.324154134,Private room,100,1,0,1,365
7580693,Lovely London family home,Richmond upon Thames,51.4195103,-0.323097756,Entire home/apt,200,1,1,1,314
7045106,Rugby World Cup room rent: Richmond,Richmond upon Thames,51.45750748,-0.291425485,Private room,120,1,0,1,87
7982746,Fabulous double room,Richmond upon Thames,51.45404663,-0.324495318,Private room,145,2,0,2,13
7838241,Lovely bedroom in a Victorian house,Richmond upon Thames,51.45329501,-0.311423789,Private room,40,1,0,1,330
501593,A large double in Leafy Teddington,Richmond upon Thames,51.42971562,-0.33805928,Private room,35,1,32,1,339
4286878,Single bedroom in modern quiet flat,Richmond upon Thames,51.47427501,-0.287276935,Private room,32,1,13,3,340
7632361,Double Room in London (Richmond),Richmond upon Thames,51.47646278,-0.279439601,Private room,41,1,1,1,112
7864315,Bright Double Room with En Suite,Richmond upon Thames,51.4138226,-0.365254911,Private room,35,2,1,1,329
4840253,Beautiful High spec period 2BD flat,Richmond upon Thames,51.46638548,-0.292435635,Entire home/apt,125,3,6,1,306
909696,Single room For Rent in Twickenham,Richmond upon Thames,51.45113624,-0.372919584,Private room,25,2,29,1,321
4682245,"Luxury Beds & Calm Space, SW London",Richmond upon Thames,51.48554512,-0.234878226,Entire home/apt,129,2,19,1,68
6692101,"Lovely 2BR, Richmond Hill & Parking",Richmond upon Thames,51.45825865,-0.296880569,Entire home/apt,120,2,2,1,329
4267246,Enjoy London from Richmond,Richmond upon Thames,51.46194531,-0.298209136,Entire home/apt,108,7,1,3,309
4525034,The Muse Haus 2 (Ground Suite),Richmond upon Thames,51.48803548,-0.233392772,Private room,38,2,9,2,125
4397259,Whitton Bed and Breakfast Room,Richmond upon Thames,51.45321911,-0.355943576,Private room,37,1,16,2,305
3281794,Large room in Victorian House,Richmond upon Thames,51.46614257,-0.299777654,Private room,60,2,4,1,356
400388,Large double room in Twickenham,Richmond upon Thames,51.43821473,-0.357707575,Private room,42,1,25,1,347
3746117,Large Double Suite 23 min to London,Richmond upon Thames,51.45263424,-0.32068998,Private room,54,3,3,3,365
4264580,Wonderful London experience,Richmond upon Thames,51.48491256,-0.231709426,Private room,65,1,0,1,365
6623844,House near toTwickenham Stadium,Richmond upon Thames,51.44428458,-0.357106187,Private room,90,1,0,1,104
7015045,3 Bed Flat w balcony ideal for RWC,Richmond upon Thames,51.45572414,-0.317228146,Entire home/apt,500,1,0,1,87
8135549,A lovely period cottage.,Richmond upon Thames,51.46200752,-0.296891204,Entire home/apt,125,3,0,1,356
1055298,"Friendly House, good conversation",Richmond upon Thames,51.44234732,-0.33597478,Private room,45,1,24,1,347
6778020,En-Suite Super King @ Akita House,Richmond upon Thames,51.48557996,-0.234866196,Private room,64,2,2,2,303
3347772,Twickenham 1 Double bedroom,Richmond upon Thames,51.45204231,-0.332164175,Private room,165,1,0,1,345
8009778,Lovely room in central Richmond,Richmond upon Thames,51.46078146,-0.304470847,Private room,85,1,0,1,365
7738667,Double ensuite room near Richmond,Richmond upon Thames,51.46156374,-0.325341691,Private room,55,1,0,1,364
7962318,Contemporary 5 doublebedroom house,Richmond upon Thames,51.4624399,-0.280388531,Entire home/apt,300,3,0,1,361
7687362,"Centre of Town, 100m from the train",Richmond upon Thames,51.4618234,-0.30190844,Private room,44,1,0,1,365
6306593,Beautiful 1-bed flat in SW14,Richmond upon Thames,51.46836385,-0.270257812,Entire home/apt,79,5,2,1,268
8108152,"3 bed townhouse, Near Twickenham",Richmond upon Thames,51.42031319,-0.37276922,Entire home/apt,110,7,0,1,55
7889275,Short stagger to stadium + parking,Richmond upon Thames,51.45679976,-0.361732592,Entire home/apt,150,7,0,1,51
7502622,Stay in riverside Twickenham. LBRuT,Richmond upon Thames,51.4575044,-0.317727949,Private room,45,1,0,1,213
2247363,One bedroom Richmond River -Parking,Richmond upon Thames,51.45559428,-0.307801236,Entire home/apt,79,2,35,2,347
6829436,Rugby World Cup House Fab Location!,Richmond upon Thames,51.46255507,-0.325281511,Entire home/apt,250,2,0,1,68
7436874,1 Bedroom Flat near Rugby Stadium,Richmond upon Thames,51.44909052,-0.346394363,Entire home/apt,90,1,0,1,48
7943506,Twickenham Stadium four minute walk,Richmond upon Thames,51.45281693,-0.340023654,Private room,59,1,0,1,363
7561275,large loft double room with ensuite,Richmond upon Thames,51.4575486,-0.35712556,Private room,70,1,0,1,365
8150841,"Modern 2 bed, 2 bath apartment",Richmond upon Thames,51.46665422,-0.280661481,Entire home/apt,120,5,0,1,50
5791385,Rugby world cup accomodation,Richmond upon Thames,51.44883784,-0.326530504,Entire home/apt,120,2,0,1,363
8008504,"Beautiful flat, heart of Richmond",Richmond upon Thames,51.45473432,-0.315785899,Entire home/apt,130,1,0,3,362
3915071,Sunny double room in Barnes home,Richmond upon Thames,51.46845314,-0.253920799,Private room,64,1,6,1,316
2782332,Delightful studio flat  in London,Richmond upon Thames,51.44959324,-0.313088146,Entire home/apt,99,1,41,1,330
5063170,Stylish Apartment in by the river!,Richmond upon Thames,51.48623724,-0.235873133,Private room,65,1,0,1,365
1912300,ZEDA ROOMS 4,Richmond upon Thames,51.474727,-0.286895427,Private room,50,3,10,3,288
6786724,Lovely cottage St Margarets village,Richmond upon Thames,51.45553336,-0.320706141,Entire home/apt,95,1,4,1,350
7899858,"Bright, modern flat in Richmond",Richmond upon Thames,51.45484385,-0.311651446,Entire home/apt,80,3,0,1,55
1911991,ZEDA ROOMS 3,Richmond upon Thames,51.47541463,-0.286696858,Private room,60,3,6,3,330
7336533,"Beautiful flat in Richmond, London.",Richmond upon Thames,51.46132139,-0.301524294,Entire home/apt,78,1,1,1,25
1910369,ZEDA ROOMS 2,Richmond upon Thames,51.47356369,-0.286602017,Private room,50,3,17,3,306
8183771,Large Double Bedroom for rent!,Richmond upon Thames,51.45786455,-0.359241841,Private room,125,1,0,1,354
4805849,Designer flat in SW London,Richmond upon Thames,51.41773797,-0.315944651,Entire home/apt,90,2,14,1,261
7703600,2 Bed Flat in heart of Twickenham,Richmond upon Thames,51.44666132,-0.328532898,Entire home/apt,210,2,0,1,320
7201282,Rugby World Cup - Double room,Richmond upon Thames,51.45222575,-0.335417268,Private room,250,1,0,1,354
8123846,Large double room Richmond Hill,Richmond upon Thames,51.46210874,-0.304879488,Private room,46,1,0,1,357
6519332,Single room near Kew Gardens,Richmond upon Thames,51.47595158,-0.284717537,Private room,35,1,0,1,315
7897254,Self contained Guest Suite,Richmond upon Thames,51.44662781,-0.331953743,Private room,100,1,0,1,58
3794761,Large Master Suite 23 min to London,Richmond upon Thames,51.45110866,-0.322863343,Private room,64,3,2,3,365
7131530,Stunning flat in Central Twickenham,Richmond upon Thames,51.44534676,-0.33158168,Private room,90,3,0,1,170
7839107,Room for Rugby World Cup 2015,Richmond upon Thames,51.44751877,-0.33149043,Private room,40,1,0,1,57
7559912,Attic room close to rugby stadium,Richmond upon Thames,51.45154692,-0.332025072,Private room,200,1,0,1,62
7082828,"Copthall Villas, in Twickenham",Richmond upon Thames,51.44623652,-0.331626515,Private room,48,1,3,1,357
3588202,LUXURY LONDON FLAT WITH POOL & SPA!,Richmond upon Thames,51.48460659,-0.230282921,Entire home/apt,134,3,3,18,312
4124049,DAZZLING FLAT WITH POOL AND SPA!,Richmond upon Thames,51.485093,-0.228342926,Entire home/apt,149,3,4,18,257
7797766,Gated apartment in West London,Richmond upon Thames,51.48527664,-0.229940001,Private room,45,1,0,1,365
4088738,Newly avail.central twickenham flat,Richmond upon Thames,51.4492283,-0.331382972,Entire home/apt,120,5,0,1,50
5624987,Cosy 2 bed flat with parking,Richmond upon Thames,51.45215059,-0.33059462,Entire home/apt,135,1,4,1,268
4337285,Beautiful Apartment in Twickneham,Richmond upon Thames,51.45085034,-0.330615817,Entire home/apt,250,4,1,1,365
7203814,Twickenham flat for Rugby World Cup,Richmond upon Thames,51.44426493,-0.332220214,Entire home/apt,250,1,0,1,86
8006196,Unique 1950's Twickenham Bungalow,Richmond upon Thames,51.45107012,-0.347202349,Entire home/apt,160,21,0,1,364
1586600,Bed and  Breakfast Accomation ,Richmond upon Thames,51.45338864,-0.356477268,Private room,42,1,61,2,303
1355018,Studio own bathroom and kitchenette,Richmond upon Thames,51.44819482,-0.356941743,Private room,48,1,59,1,339
2067109,NICE AND CLEAN DOUBLE ROOM TO LET,Merton,51.42018637,-0.16761435,Private room,35,1,6,1,361
460934,Great Quirky Twin room in Wimbledon,Merton,51.42430572,-0.20422885,Private room,55,4,9,4,356
